hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.15,0.058,0.0,0.0,0.0
1,0.1,0.038,0.0,0.0,0.0
2,0.66,0.252,0.0,0.0,0.0
3,0.12,0.046,0.0,0.0,0.0
4,0.12,0.046,0.0,0.0,0.0
5,0.11,0.042,0.0,0.0,0.0
6,0.31,0.118,0.0,0.0,0.0
7,2.77,1.058,0.0,0.0,0.0
8,2.6,0.993,0.0,0.0,0.0
9,0.07,0.026,0.0,0.0,0.0
10,0.07,0.026,0.0,0.0,0.0
11,0.71,0.271,0.0,0.0,0.0
12,0.08,0.03,0.0,0.0,0.0
13,0.07,0.026,0.0,0.0,0.0
14,0.07,0.026,0.0,0.0,0.0
15,0.1,0.038,0.0,0.0,0.0
16,0.62,0.236,0.0,0.0,0.0
17,0.08,0.03,0.0,0.0,0.0
18,0.12,0.045,0.0,0.0,0.0
19,3.76,1.436,0.0,0.0,0.0
20,2.02,0.771,0.0,0.0,0.0
21,0.86,0.329,0.0,0.0,0.0
22,0.2,0.076,0.0,0.0,0.0
23,0.73,0.279,0.0,0.0,0.0
