hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.29,0.099,0.0,0.0,0.0
1,0.26,0.088,0.0,0.0,0.0
2,0.26,0.088,0.0,0.0,0.0
3,0.77,0.261,0.0,0.0,0.0
4,0.25,0.085,0.0,0.0,0.0
5,0.27,0.092,0.0,0.0,0.0
6,1.8,0.611,0.0,0.0,0.0
7,2.73,0.928,0.0,0.0,0.0
8,0.16,0.055,0.0,0.0,0.0
9,0.16,0.054,0.0,0.0,0.0
10,0.81,0.275,0.0,0.0,0.0
11,0.18,0.062,0.0,0.0,0.0
12,0.16,0.055,0.0,0.0,0.0
13,0.17,0.058,0.0,0.0,0.0
14,0.16,0.054,0.0,0.0,0.0
15,0.74,0.252,0.0,0.0,0.0
16,0.16,0.054,0.0,0.0,0.0
17,0.16,0.054,0.0,0.0,0.0
18,0.17,0.058,0.0,0.0,0.0
19,1.36,0.462,0.0,0.0,0.0
20,1.56,0.53,0.0,0.0,0.0
21,2.41,0.819,0.0,0.0,0.0
22,0.87,0.296,0.0,0.0,0.0
23,0.15,0.051,0.0,0.0,0.0
