hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.83,0.298,0.0,0.0,0.0
1,0.13,0.047,0.0,0.0,0.0
2,0.12,0.043,0.0,0.0,0.0
3,0.62,0.223,0.0,0.0,0.0
4,0.25,0.09,0.0,0.0,0.0
5,0.22,0.08,0.0,0.0,0.0
6,0.63,0.227,0.0,0.0,0.0
7,0.12,0.044,0.0,0.0,0.0
8,0.12,0.044,0.0,0.0,0.0
9,0.3,0.108,0.0,0.0,0.0
10,1.93,0.694,0.0,0.0,0.0
11,1.36,0.489,0.0,0.0,0.0
12,2.84,1.022,0.0,0.0,0.0
13,0.91,0.328,0.0,0.0,0.0
14,0.09,0.032,0.0,0.0,0.0
15,0.62,0.223,0.0,0.0,0.0
16,0.19,0.069,0.0,0.0,0.0
17,0.17,0.061,0.0,0.0,0.0
18,0.13,0.047,0.0,0.0,0.0
19,0.69,0.249,0.0,0.0,0.0
20,1.93,0.694,0.0,0.0,0.0
21,0.13,0.047,0.0,0.0,0.0
22,0.13,0.047,0.0,0.0,0.0
23,0.72,0.259,0.0,0.0,0.0
