hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.76,0.267,0.0,0.0,0.0
1,0.23,0.081,0.0,0.0,0.0
2,0.23,0.081,0.0,0.0,0.0
3,0.23,0.081,0.0,0.0,0.0
4,0.23,0.081,0.0,0.0,0.0
5,0.75,0.263,0.0,0.0,0.0
6,0.48,0.169,0.0,0.0,0.0
7,0.75,0.263,0.0,0.0,0.0
8,2.23,0.782,0.0,0.0,0.0
9,2.82,0.989,0.0,0.0,0.0
10,0.17,0.06,0.0,0.0,0.0
11,0.17,0.06,0.0,0.0,0.0
12,0.83,0.291,0.0,0.0,0.0
13,0.18,0.064,0.0,0.0,0.0
14,0.17,0.06,0.0,0.0,0.0
15,0.17,0.06,0.0,0.0,0.0
16,0.17,0.06,0.0,0.0,0.0
17,0.76,0.266,0.0,0.0,0.0
18,0.19,0.067,0.0,0.0,0.0
19,3.8,1.332,0.0,0.0,0.0
20,3.58,1.255,0.0,0.0,0.0
21,1.74,0.61,0.0,0.0,0.0
22,0.16,0.057,0.0,0.0,0.0
23,0.69,0.242,0.0,0.0,0.0
