hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.19,0.074,0.0,0.0,0.0
1,0.41,0.16,0.0,0.0,0.0
2,0.65,0.253,0.0,0.0,0.0
3,0.19,0.074,0.0,0.0,0.0
4,0.19,0.074,0.0,0.0,0.0
5,0.18,0.07,0.0,0.0,0.0
6,0.85,0.331,0.0,0.0,0.0
7,1.23,0.479,0.0,0.0,0.0
8,1.87,0.728,0.0,0.0,0.0
9,0.06,0.024,0.0,0.0,0.0
10,0.08,0.032,0.0,0.0,0.0
11,0.63,0.246,0.0,0.0,0.0
12,0.07,0.028,0.0,0.0,0.0
13,0.06,0.024,0.0,0.0,0.0
14,0.07,0.028,0.0,0.0,0.0
15,0.66,0.257,0.0,0.0,0.0
16,0.14,0.054,0.0,0.0,0.0
17,0.08,0.032,0.0,0.0,0.0
18,0.14,0.055,0.0,0.0,0.0
19,0.43,0.168,0.0,0.0,0.0
20,1.62,0.63,0.0,0.0,0.0
21,1.89,0.736,0.0,0.0,0.0
22,0.22,0.086,0.0,0.0,0.0
23,0.33,0.128,0.0,0.0,0.0
