hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.08,0.029,0.0,0.0,0.0
1,0.08,0.03,0.0,0.0,0.0
2,0.64,0.233,0.0,0.0,0.0
3,0.09,0.033,0.0,0.0,0.0
4,0.08,0.03,0.0,0.0,0.0
5,0.08,0.029,0.0,0.0,0.0
6,0.45,0.163,0.0,0.0,0.0
7,1.23,0.446,0.0,0.0,0.0
8,2.37,0.86,0.0,0.0,0.0
9,1.57,0.57,0.0,0.0,0.0
10,0.2,0.073,0.0,0.0,0.0
11,0.83,0.301,0.0,0.0,0.0
12,0.2,0.072,0.0,0.0,0.0
13,0.19,0.069,0.0,0.0,0.0
14,0.19,0.069,0.0,0.0,0.0
15,0.75,0.272,0.0,0.0,0.0
16,0.19,0.069,0.0,0.0,0.0
17,0.2,0.072,0.0,0.0,0.0
18,0.22,0.08,0.0,0.0,0.0
19,1.45,0.526,0.0,0.0,0.0
20,3.69,1.339,0.0,0.0,0.0
21,3.04,1.103,0.0,0.0,0.0
22,0.34,0.124,0.0,0.0,0.0
23,0.65,0.236,0.0,0.0,0.0
