hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.7,0.237,0.0,0.0,0.0
1,0.08,0.028,0.0,0.0,0.0
2,0.07,0.024,0.0,0.0,0.0
3,0.08,0.027,0.0,0.0,0.0
4,0.13,0.044,0.0,0.0,0.0
5,0.75,0.253,0.0,0.0,0.0
6,0.18,0.06,0.0,0.0,0.0
7,0.17,0.057,0.0,0.0,0.0
8,0.12,0.041,0.0,0.0,0.0
9,1.32,0.447,0.0,0.0,0.0
10,3.1,1.049,0.0,0.0,0.0
11,0.09,0.031,0.0,0.0,0.0
12,0.09,0.03,0.0,0.0,0.0
13,0.8,0.27,0.0,0.0,0.0
14,0.3,0.101,0.0,0.0,0.0
15,0.33,0.112,0.0,0.0,0.0
16,0.34,0.116,0.0,0.0,0.0
17,0.99,0.335,0.0,0.0,0.0
18,2.4,0.812,0.0,0.0,0.0
19,0.41,0.139,0.0,0.0,0.0
20,0.45,0.152,0.0,0.0,0.0
21,1.2,0.406,0.0,0.0,0.0
22,2.48,0.839,0.0,0.0,0.0
23,0.25,0.085,0.0,0.0,0.0
