hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.15,0.06,0.0,0.0,0.0
1,0.15,0.06,0.0,0.0,0.0
2,0.14,0.056,0.0,0.0,0.0
3,0.13,0.052,0.0,0.0,0.0
4,0.14,0.056,0.0,0.0,0.0
5,0.66,0.265,0.0,0.0,0.0
6,0.32,0.128,0.0,0.0,0.0
7,1.99,0.799,0.0,0.0,0.0
8,0.07,0.028,0.0,0.0,0.0
9,0.1,0.04,0.0,0.0,0.0
10,0.61,0.245,0.0,0.0,0.0
11,0.08,0.032,0.0,0.0,0.0
12,0.95,0.381,0.0,0.0,0.0
13,0.07,0.028,0.0,0.0,0.0
14,0.08,0.032,0.0,0.0,0.0
15,0.07,0.028,0.0,0.0,0.0
16,0.08,0.032,0.0,0.0,0.0
17,0.27,0.108,0.0,0.0,0.0
18,0.38,0.153,0.0,0.0,0.0
19,0.67,0.269,0.0,0.0,0.0
20,0.89,0.357,0.0,0.0,0.0
21,2.7,1.084,0.0,0.0,0.0
22,0.23,0.092,0.0,0.0,0.0
23,0.14,0.056,0.0,0.0,0.0
