hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.83,0.284,0.0,0.0,0.0
1,0.16,0.055,0.0,0.0,0.0
2,0.08,0.028,0.0,0.0,0.0
3,0.08,0.028,0.0,0.0,0.0
4,0.62,0.212,0.0,0.0,0.0
5,0.18,0.062,0.0,0.0,0.0
6,0.1,0.035,0.0,0.0,0.0
7,0.08,0.027,0.0,0.0,0.0
8,0.26,0.089,0.0,0.0,0.0
9,0.41,0.14,0.0,0.0,0.0
10,0.97,0.331,0.0,0.0,0.0
11,1.35,0.461,0.0,0.0,0.0
12,0.91,0.311,0.0,0.0,0.0
13,0.21,0.072,0.0,0.0,0.0
14,0.24,0.082,0.0,0.0,0.0
15,1.42,0.486,0.0,0.0,0.0
16,1.11,0.38,0.0,0.0,0.0
17,2.63,0.899,0.0,0.0,0.0
18,4.13,1.412,0.0,0.0,0.0
19,1.52,0.519,0.0,0.0,0.0
20,1.25,0.427,0.0,0.0,0.0
21,2.52,0.861,0.0,0.0,0.0
22,0.22,0.075,0.0,0.0,0.0
23,0.19,0.065,0.0,0.0,0.0
