hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.24,0.088,0.0,0.0,0.0
1,0.77,0.282,0.0,0.0,0.0
2,0.17,0.062,0.0,0.0,0.0
3,0.17,0.062,0.0,0.0,0.0
4,0.17,0.062,0.0,0.0,0.0
5,0.16,0.059,0.0,0.0,0.0
6,0.47,0.172,0.0,0.0,0.0
7,2.39,0.873,0.0,0.0,0.0
8,1.34,0.49,0.0,0.0,0.0
9,0.1,0.036,0.0,0.0,0.0
10,0.09,0.033,0.0,0.0,0.0
11,0.68,0.248,0.0,0.0,0.0
12,0.09,0.033,0.0,0.0,0.0
13,0.09,0.033,0.0,0.0,0.0
14,0.1,0.036,0.0,0.0,0.0
15,0.09,0.033,0.0,0.0,0.0
16,0.09,0.033,0.0,0.0,0.0
17,1.77,0.647,0.0,0.0,0.0
18,0.58,0.212,0.0,0.0,0.0
19,0.17,0.062,0.0,0.0,0.0
20,0.17,0.062,0.0,0.0,0.0
21,0.69,0.253,0.0,0.0,0.0
22,1.88,0.687,0.0,0.0,0.0
23,1.32,0.483,0.0,0.0,0.0
