hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.6,0.188,0.0,0.0,0.0
1,1.15,0.36,0.0,0.0,0.0
2,0.51,0.159,0.0,0.0,0.0
3,0.5,0.156,0.0,0.0,0.0
4,0.5,0.156,0.0,0.0,0.0
5,0.5,0.156,0.0,0.0,0.0
6,0.51,0.159,0.0,0.0,0.0
7,2.34,0.732,0.0,0.0,0.0
8,1.41,0.441,0.0,0.0,0.0
9,0.44,0.138,0.0,0.0,0.0
10,1.08,0.338,0.0,0.0,0.0
11,0.45,0.141,0.0,0.0,0.0
12,0.59,0.185,0.0,0.0,0.0
13,0.81,0.253,0.0,0.0,0.0
14,0.74,0.231,0.0,0.0,0.0
15,0.49,0.153,0.0,0.0,0.0
16,0.5,0.156,0.0,0.0,0.0
17,0.65,0.204,0.0,0.0,0.0
18,1.11,0.347,0.0,0.0,0.0
19,0.5,0.156,0.0,0.0,0.0
20,2.26,0.708,0.0,0.0,0.0
21,3.28,1.027,0.0,0.0,0.0
22,0.55,0.172,0.0,0.0,0.0
23,1.04,0.326,0.0,0.0,0.0
