hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.78,0.295,0.0,0.0,0.0
1,0.11,0.042,0.0,0.0,0.0
2,0.11,0.042,0.0,0.0,0.0
3,0.11,0.042,0.0,0.0,0.0
4,0.11,0.042,0.0,0.0,0.0
5,0.73,0.276,0.0,0.0,0.0
6,0.41,0.155,0.0,0.0,0.0
7,1.03,0.389,0.0,0.0,0.0
8,0.51,0.192,0.0,0.0,0.0
9,3.38,1.276,0.0,0.0,0.0
10,1.25,0.472,0.0,0.0,0.0
11,0.2,0.076,0.0,0.0,0.0
12,0.8,0.302,0.0,0.0,0.0
13,0.24,0.091,0.0,0.0,0.0
14,0.19,0.072,0.0,0.0,0.0
15,0.2,0.076,0.0,0.0,0.0
16,0.2,0.076,0.0,0.0,0.0
17,0.79,0.299,0.0,0.0,0.0
18,0.54,0.203,0.0,0.0,0.0
19,1.98,0.748,0.0,0.0,0.0
20,0.79,0.298,0.0,0.0,0.0
21,2.09,0.789,0.0,0.0,0.0
22,0.22,0.083,0.0,0.0,0.0
23,0.11,0.042,0.0,0.0,0.0
