hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.11,0.042,0.0,0.0,0.0
1,0.63,0.242,0.0,0.0,0.0
2,0.11,0.042,0.0,0.0,0.0
3,0.13,0.05,0.0,0.0,0.0
4,0.12,0.046,0.0,0.0,0.0
5,0.11,0.042,0.0,0.0,0.0
6,0.35,0.134,0.0,0.0,0.0
7,1.18,0.453,0.0,0.0,0.0
8,2.85,1.094,0.0,0.0,0.0
9,0.07,0.027,0.0,0.0,0.0
10,0.07,0.027,0.0,0.0,0.0
11,0.68,0.262,0.0,0.0,0.0
12,0.07,0.027,0.0,0.0,0.0
13,0.07,0.027,0.0,0.0,0.0
14,0.07,0.027,0.0,0.0,0.0
15,0.14,0.053,0.0,0.0,0.0
16,0.11,0.042,0.0,0.0,0.0
17,0.08,0.031,0.0,0.0,0.0
18,0.95,0.364,0.0,0.0,0.0
19,1.25,0.48,0.0,0.0,0.0
20,0.49,0.188,0.0,0.0,0.0
21,1.55,0.596,0.0,0.0,0.0
22,3.7,1.422,0.0,0.0,0.0
23,1.2,0.461,0.0,0.0,0.0
