hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.25,0.081,0.0,0.0,0.0
1,0.83,0.269,0.0,0.0,0.0
2,0.18,0.058,0.0,0.0,0.0
3,0.17,0.055,0.0,0.0,0.0
4,0.72,0.233,0.0,0.0,0.0
5,0.17,0.055,0.0,0.0,0.0
6,0.43,0.139,0.0,0.0,0.0
7,2.09,0.678,0.0,0.0,0.0
8,3.36,1.089,0.0,0.0,0.0
9,0.79,0.256,0.0,0.0,0.0
10,0.06,0.02,0.0,0.0,0.0
11,0.36,0.117,0.0,0.0,0.0
12,0.44,0.143,0.0,0.0,0.0
13,0.15,0.048,0.0,0.0,0.0
14,0.09,0.029,0.0,0.0,0.0
15,0.08,0.026,0.0,0.0,0.0
16,0.06,0.02,0.0,0.0,0.0
17,0.69,0.223,0.0,0.0,0.0
18,1.62,0.525,0.0,0.0,0.0
19,1.61,0.522,0.0,0.0,0.0
20,0.57,0.185,0.0,0.0,0.0
21,0.24,0.078,0.0,0.0,0.0
22,2.97,0.963,0.0,0.0,0.0
23,1.94,0.63,0.0,0.0,0.0
