hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.09,0.033,0.0,0.0,0.0
1,0.68,0.25,0.0,0.0,0.0
2,0.09,0.033,0.0,0.0,0.0
3,0.1,0.037,0.0,0.0,0.0
4,0.09,0.033,0.0,0.0,0.0
5,0.1,0.037,0.0,0.0,0.0
6,0.97,0.356,0.0,0.0,0.0
7,2.74,1.007,0.0,0.0,0.0
8,0.7,0.257,0.0,0.0,0.0
9,0.08,0.03,0.0,0.0,0.0
10,0.18,0.066,0.0,0.0,0.0
11,0.55,0.202,0.0,0.0,0.0
12,0.07,0.026,0.0,0.0,0.0
13,0.08,0.03,0.0,0.0,0.0
14,0.07,0.026,0.0,0.0,0.0
15,0.07,0.026,0.0,0.0,0.0
16,0.64,0.236,0.0,0.0,0.0
17,0.07,0.026,0.0,0.0,0.0
18,0.07,0.026,0.0,0.0,0.0
19,0.08,0.03,0.0,0.0,0.0
20,0.08,0.03,0.0,0.0,0.0
21,1.54,0.566,0.0,0.0,0.0
22,3.7,1.36,0.0,0.0,0.0
23,1.47,0.54,0.0,0.0,0.0
