hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.77,0.242,0.0,0.0,0.0
1,0.08,0.025,0.0,0.0,0.0
2,0.07,0.022,0.0,0.0,0.0
3,0.08,0.026,0.0,0.0,0.0
4,0.65,0.204,0.0,0.0,0.0
5,0.07,0.022,0.0,0.0,0.0
6,0.39,0.122,0.0,0.0,0.0
7,3.05,0.958,0.0,0.0,0.0
8,2.2,0.691,0.0,0.0,0.0
9,0.07,0.022,0.0,0.0,0.0
10,0.07,0.022,0.0,0.0,0.0
11,0.76,0.238,0.0,0.0,0.0
12,0.07,0.022,0.0,0.0,0.0
13,0.07,0.022,0.0,0.0,0.0
14,0.08,0.026,0.0,0.0,0.0
15,0.07,0.022,0.0,0.0,0.0
16,0.68,0.214,0.0,0.0,0.0
17,0.07,0.022,0.0,0.0,0.0
18,0.07,0.022,0.0,0.0,0.0
19,2.92,0.917,0.0,0.0,0.0
20,1.96,0.616,0.0,0.0,0.0
21,1.23,0.386,0.0,0.0,0.0
22,2.02,0.634,0.0,0.0,0.0
23,2.32,0.728,0.0,0.0,0.0
