hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.65,0.275,0.0,0.0,0.0
1,0.11,0.046,0.0,0.0,0.0
2,0.11,0.046,0.0,0.0,0.0
3,0.12,0.05,0.0,0.0,0.0
4,0.11,0.046,0.0,0.0,0.0
5,0.11,0.046,0.0,0.0,0.0
6,0.95,0.403,0.0,0.0,0.0
7,1.36,0.576,0.0,0.0,0.0
8,1.78,0.754,0.0,0.0,0.0
9,0.14,0.059,0.0,0.0,0.0
10,0.07,0.03,0.0,0.0,0.0
11,0.71,0.301,0.0,0.0,0.0
12,0.08,0.034,0.0,0.0,0.0
13,0.07,0.03,0.0,0.0,0.0
14,0.07,0.03,0.0,0.0,0.0
15,0.12,0.051,0.0,0.0,0.0
16,0.17,0.072,0.0,0.0,0.0
17,0.11,0.047,0.0,0.0,0.0
18,0.67,0.284,0.0,0.0,0.0
19,0.11,0.047,0.0,0.0,0.0
20,2.35,0.995,0.0,0.0,0.0
21,1.86,0.788,0.0,0.0,0.0
22,0.16,0.067,0.0,0.0,0.0
23,0.71,0.301,0.0,0.0,0.0
