hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.7,0.29,0.0,0.0,0.0
1,1.24,,0.0,0.0,
2,1.07,,0.0,0.0,
3,0.1,,0.0,0.0,
4,0.19,,0.0,0.0,
5,0.67,,0.0,0.0,
6,0.23,,0.0,0.0,
7,1.77,,0.0,0.0,
8,0.13,,0.0,0.0,
9,0.56,,0.0,0.0,
10,0.11,,0.0,0.0,
11,0.08,,0.0,0.0,
12,0.57,,0.0,0.0,
13,0.08,,0.0,0.0,
14,0.14,,0.0,0.0,
15,0.59,,0.0,0.0,
16,0.08,,0.0,0.0,
17,0.08,,0.0,0.0,
18,0.1,,0.0,0.0,
19,1.36,,0.0,0.0,
20,0.24,,0.0,0.0,
21,0.72,,0.0,0.0,
22,0.51,,0.0,0.0,
23,0.16,,0.0,0.0,
