hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.18,0.074,0.0,0.0,0.0
1,0.17,0.07,0.0,0.0,0.0
2,0.17,0.07,0.0,0.0,0.0
3,0.68,0.279,0.0,0.0,0.0
4,0.18,0.074,0.0,0.0,0.0
5,0.18,0.074,0.0,0.0,0.0
6,0.31,0.127,0.0,0.0,0.0
7,1.81,0.743,0.0,0.0,0.0
8,0.56,0.23,0.0,0.0,0.0
9,0.07,0.028,0.0,0.0,0.0
10,0.68,0.279,0.0,0.0,0.0
11,0.06,0.024,0.0,0.0,0.0
12,0.07,0.028,0.0,0.0,0.0
13,0.13,0.053,0.0,0.0,0.0
14,0.69,0.283,0.0,0.0,0.0
15,0.07,0.028,0.0,0.0,0.0
16,0.06,0.024,0.0,0.0,0.0
17,0.06,0.024,0.0,0.0,0.0
18,0.38,0.156,0.0,0.0,0.0
19,1.3,0.534,0.0,0.0,0.0
20,1.28,0.525,0.0,0.0,0.0
21,1.16,0.476,0.0,0.0,0.0
22,0.17,0.07,0.0,0.0,0.0
23,0.18,0.074,0.0,0.0,0.0
