hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.12,0.044,0.0,0.0,0.0
1,0.08,0.03,0.0,0.0,0.0
2,0.08,0.03,0.0,0.0,0.0
3,0.56,0.205,0.0,0.0,0.0
4,0.16,0.059,0.0,0.0,0.0
5,0.08,0.03,0.0,0.0,0.0
6,0.4,0.146,0.0,0.0,0.0
7,0.22,0.081,0.0,0.0,0.0
8,2.93,1.072,0.0,0.0,0.0
9,2.92,1.068,0.0,0.0,0.0
10,0.16,0.059,0.0,0.0,0.0
11,0.16,0.058,0.0,0.0,0.0
12,0.85,0.311,0.0,0.0,0.0
13,0.17,0.062,0.0,0.0,0.0
14,0.17,0.062,0.0,0.0,0.0
15,0.16,0.058,0.0,0.0,0.0
16,0.17,0.062,0.0,0.0,0.0
17,2.34,0.856,0.0,0.0,0.0
18,2.55,0.933,0.0,0.0,0.0
19,0.21,0.077,0.0,0.0,0.0
20,1.16,0.424,0.0,0.0,0.0
21,1.92,0.703,0.0,0.0,0.0
22,0.5,0.183,0.0,0.0,0.0
23,0.38,0.139,0.0,0.0,0.0
