hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.23,0.074,0.0,0.0,0.0
1,0.07,0.023,0.0,0.0,0.0
2,0.07,0.023,0.0,0.0,0.0
3,0.28,0.09,0.0,0.0,0.0
4,0.44,0.141,0.0,0.0,0.0
5,0.07,0.023,0.0,0.0,0.0
6,0.15,0.048,0.0,0.0,0.0
7,0.17,0.055,0.0,0.0,0.0
8,0.49,0.157,0.0,0.0,0.0
9,3.81,1.22,0.0,0.0,0.0
10,5.27,1.689,0.0,0.0,0.0
11,0.45,0.144,0.0,0.0,0.0
12,1.14,0.365,0.0,0.0,0.0
13,0.17,0.055,0.0,0.0,0.0
14,0.75,0.24,0.0,0.0,0.0
15,0.17,0.055,0.0,0.0,0.0
16,0.26,0.083,0.0,0.0,0.0
17,0.41,0.131,0.0,0.0,0.0
18,0.94,0.301,0.0,0.0,0.0
19,0.53,0.169,0.0,0.0,0.0
20,1.24,0.397,0.0,0.0,0.0
21,1.02,0.327,0.0,0.0,0.0
22,1.02,0.327,0.0,0.0,0.0
23,0.27,0.086,0.0,0.0,0.0
