hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.65,0.217,0.0,0.0,0.0
1,0.08,0.027,0.0,0.0,0.0
2,0.08,0.026,0.0,0.0,0.0
3,0.08,0.027,0.0,0.0,0.0
4,0.07,0.023,0.0,0.0,0.0
5,0.63,0.209,0.0,0.0,0.0
6,0.07,0.023,0.0,0.0,0.0
7,0.36,0.12,0.0,0.0,0.0
8,0.36,0.12,0.0,0.0,0.0
9,1.17,0.389,0.0,0.0,0.0
10,0.88,0.293,0.0,0.0,0.0
11,0.22,0.073,0.0,0.0,0.0
12,0.26,0.086,0.0,0.0,0.0
13,1.29,0.429,0.0,0.0,0.0
14,0.16,0.053,0.0,0.0,0.0
15,0.92,0.306,0.0,0.0,0.0
16,3.6,1.198,0.0,0.0,0.0
17,0.5,0.166,0.0,0.0,0.0
18,1.21,0.402,0.0,0.0,0.0
19,0.76,0.252,0.0,0.0,0.0
20,1.09,0.362,0.0,0.0,0.0
21,1.55,0.515,0.0,0.0,0.0
22,1.4,0.466,0.0,0.0,0.0
23,1.92,0.638,0.0,0.0,0.0
