hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.09,0.042,0.0,0.0,0.0
1,0.68,,0.0,0.0,
2,0.08,,0.0,0.0,
3,0.09,,0.0,0.0,
4,0.08,,0.0,0.0,
5,0.07,,0.0,0.0,
6,0.76,,0.0,0.0,
7,1.32,,0.0,0.0,
8,1.87,,0.0,0.0,
9,0.07,,0.0,0.0,
10,0.07,,0.0,0.0,
11,0.68,,0.0,0.0,
12,0.14,,0.0,0.0,
13,0.08,,0.0,0.0,
14,0.07,,0.0,0.0,
15,0.61,,0.0,0.0,
16,0.07,,0.0,0.0,
17,0.07,,0.0,0.0,
18,0.06,,0.0,0.0,
19,0.07,,0.0,0.0,
20,0.1,,0.0,0.0,
21,1.23,,0.0,0.0,
22,0.43,,0.0,0.0,
23,0.32,,0.0,0.0,
