hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.6,0.2,0.0,0.0,0.0
1,0.31,0.104,0.0,0.0,0.0
2,0.11,0.037,0.0,0.0,0.0
3,0.12,0.04,0.0,0.0,0.0
4,0.2,0.066,0.0,0.0,0.0
5,0.75,0.25,0.0,0.0,0.0
6,0.16,0.053,0.0,0.0,0.0
7,0.21,0.07,0.0,0.0,0.0
8,0.26,0.087,0.0,0.0,0.0
9,0.35,0.117,0.0,0.0,0.0
10,0.35,0.117,0.0,0.0,0.0
11,1.34,0.448,0.0,0.0,0.0
12,1.96,0.654,0.0,0.0,0.0
13,3.27,1.092,0.0,0.0,0.0
14,2.71,0.905,0.0,0.0,0.0
15,0.51,0.17,0.0,0.0,0.0
16,3.32,1.108,0.0,0.0,0.0
17,0.42,0.14,0.0,0.0,0.0
18,1.54,0.514,0.0,0.0,0.0
19,2.62,0.875,0.0,0.0,0.0
20,1.41,0.471,0.0,0.0,0.0
21,1.33,0.444,0.0,0.0,0.0
22,0.23,0.077,0.0,0.0,0.0
23,0.1,0.034,0.0,0.0,0.0
