hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.5,0.207,0.0,0.0,0.0
1,0.09,0.038,0.0,0.0,0.0
2,0.14,0.058,0.0,0.0,0.0
3,0.14,0.058,0.0,0.0,0.0
4,0.14,0.058,0.0,0.0,0.0
5,0.7,0.29,0.0,0.0,0.0
6,0.33,0.137,0.0,0.0,0.0
7,0.94,0.389,0.0,0.0,0.0
8,0.12,0.05,0.0,0.0,0.0
9,0.13,0.054,0.0,0.0,0.0
10,1.72,0.712,0.0,0.0,0.0
11,2.66,1.1,0.0,0.0,0.0
12,0.19,0.078,0.0,0.0,0.0
13,0.33,0.136,0.0,0.0,0.0
14,1.44,0.595,0.0,0.0,0.0
15,0.76,0.314,0.0,0.0,0.0
16,0.17,0.07,0.0,0.0,0.0
17,0.25,0.103,0.0,0.0,0.0
18,0.47,0.194,0.0,0.0,0.0
19,0.97,0.401,0.0,0.0,0.0
20,1.16,0.48,0.0,0.0,0.0
21,0.58,0.24,0.0,0.0,0.0
22,0.14,0.058,0.0,0.0,0.0
23,0.36,0.149,0.0,0.0,0.0
