hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.13,0.052,0.0,0.0,0.0
1,0.18,0.072,0.0,0.0,0.0
2,0.82,0.326,0.0,0.0,0.0
3,0.19,0.076,0.0,0.0,0.0
4,0.2,0.08,0.0,0.0,0.0
5,0.18,0.072,0.0,0.0,0.0
6,1.08,0.428,0.0,0.0,0.0
7,1.09,0.432,0.0,0.0,0.0
8,0.06,0.024,0.0,0.0,0.0
9,0.73,0.29,0.0,0.0,0.0
10,0.16,0.064,0.0,0.0,0.0
11,0.16,0.064,0.0,0.0,0.0
12,0.16,0.064,0.0,0.0,0.0
13,0.24,0.095,0.0,0.0,0.0
14,0.5,0.198,0.0,0.0,0.0
15,0.12,0.048,0.0,0.0,0.0
16,1.74,0.69,0.0,0.0,0.0
17,0.14,0.056,0.0,0.0,0.0
18,0.71,0.282,0.0,0.0,0.0
19,0.16,0.064,0.0,0.0,0.0
20,0.68,0.269,0.0,0.0,0.0
21,1.43,0.567,0.0,0.0,0.0
22,0.27,0.107,0.0,0.0,0.0
23,0.88,0.349,0.0,0.0,0.0
