hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.32,0.133,0.0,0.0,0.0
1,0.14,0.058,0.0,0.0,0.0
2,0.45,0.187,0.0,0.0,0.0
3,0.27,0.112,0.0,0.0,0.0
4,0.13,0.054,0.0,0.0,0.0
5,0.12,0.05,0.0,0.0,0.0
6,0.62,0.257,0.0,0.0,0.0
7,0.13,0.054,0.0,0.0,0.0
8,0.26,0.108,0.0,0.0,0.0
9,1.29,0.535,0.0,0.0,0.0
10,0.95,0.394,0.0,0.0,0.0
11,1.06,0.439,0.0,0.0,0.0
12,0.53,0.22,0.0,0.0,0.0
13,0.53,0.22,0.0,0.0,0.0
14,0.98,0.407,0.0,0.0,0.0
15,0.55,0.228,0.0,0.0,0.0
16,0.58,0.24,0.0,0.0,0.0
17,0.54,0.224,0.0,0.0,0.0
18,1.27,0.527,0.0,0.0,0.0
19,0.79,0.327,0.0,0.0,0.0
20,1.49,0.618,0.0,0.0,0.0
21,1.1,0.456,0.0,0.0,0.0
22,0.2,0.083,0.0,0.0,0.0
23,0.14,0.058,0.0,0.0,0.0
