hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,3.17,0.947,0.0,0.0,0.0
1,0.52,0.156,0.0,0.0,0.0
2,0.51,0.153,0.0,0.0,0.0
3,1.18,0.353,0.0,0.0,0.0
4,0.51,0.153,0.0,0.0,0.0
5,0.51,0.153,0.0,0.0,0.0
6,0.51,0.153,0.0,0.0,0.0
7,1.83,0.547,0.0,0.0,0.0
8,1.5,0.448,0.0,0.0,0.0
9,0.51,0.153,0.0,0.0,0.0
10,1.15,0.344,0.0,0.0,0.0
11,0.51,0.153,0.0,0.0,0.0
12,0.52,0.156,0.0,0.0,0.0
13,0.52,0.156,0.0,0.0,0.0
14,0.52,0.156,0.0,0.0,0.0
15,1.08,0.323,0.0,0.0,0.0
16,0.52,0.156,0.0,0.0,0.0
17,0.51,0.153,0.0,0.0,0.0
18,0.5,0.15,0.0,0.0,0.0
19,0.51,0.153,0.0,0.0,0.0
20,0.51,0.153,0.0,0.0,0.0
21,2.05,0.613,0.0,0.0,0.0
22,4.08,1.219,0.0,0.0,0.0
23,1.25,0.374,0.0,0.0,0.0
