hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.19,0.078,0.0,0.0,0.0
1,0.18,0.074,0.0,0.0,0.0
2,0.74,0.302,0.0,0.0,0.0
3,0.09,0.036,0.0,0.0,0.0
4,0.1,0.04,0.0,0.0,0.0
5,0.09,0.036,0.0,0.0,0.0
6,0.29,0.119,0.0,0.0,0.0
7,3.11,1.272,0.0,0.0,0.0
8,0.7,0.286,0.0,0.0,0.0
9,0.07,0.028,0.0,0.0,0.0
10,0.41,0.168,0.0,0.0,0.0
11,0.33,0.135,0.0,0.0,0.0
12,0.07,0.028,0.0,0.0,0.0
13,0.07,0.028,0.0,0.0,0.0
14,0.07,0.028,0.0,0.0,0.0
15,0.08,0.032,0.0,0.0,0.0
16,0.7,0.286,0.0,0.0,0.0
17,0.17,0.07,0.0,0.0,0.0
18,0.16,0.066,0.0,0.0,0.0
19,0.17,0.07,0.0,0.0,0.0
20,0.52,0.213,0.0,0.0,0.0
21,3.33,1.363,0.0,0.0,0.0
22,1.08,0.442,0.0,0.0,0.0
23,0.21,0.086,0.0,0.0,0.0
