hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.12,0.052,0.0,0.0,0.0
1,0.03,0.013,0.0,0.0,0.0
2,0.08,0.035,0.0,0.0,0.0
3,0.63,0.274,0.0,0.0,0.0
4,0.07,0.03,0.0,0.0,0.0
5,0.07,0.03,0.0,0.0,0.0
6,0.28,0.122,0.0,0.0,0.0
7,1.61,0.701,0.0,0.0,0.0
8,2.46,1.071,0.0,0.0,0.0
9,0.07,0.03,0.0,0.0,0.0
10,0.07,0.03,0.0,0.0,0.0
11,0.68,0.296,0.0,0.0,0.0
12,0.07,0.03,0.0,0.0,0.0
13,0.07,0.03,0.0,0.0,0.0
14,0.08,0.034,0.0,0.0,0.0
15,0.65,0.283,0.0,0.0,0.0
16,0.08,0.034,0.0,0.0,0.0
17,0.17,0.074,0.0,0.0,0.0
18,0.34,0.148,0.0,0.0,0.0
19,1.33,0.579,0.0,0.0,0.0
20,0.52,0.226,0.0,0.0,0.0
21,1.51,0.657,0.0,0.0,0.0
22,0.29,0.126,0.0,0.0,0.0
23,0.55,0.24,0.0,0.0,0.0
